jset,topic,gene,symbol,rnk,colorcode
Basophils,topic20,11:53613665-53623665;NM_021283.2..Il4,Il4,1,#696969
Basophils,topic20,12:84446024-84456024;NM_134042.3..Aldh6a1,Aldh6a1,302,#696969
Basophils,topic20,17:29088768-29098768;NM_007669.5..Cdkn1a,Cdkn1a,302,#696969
Basophils,topic20,19:11814403-11824403;NM_001025307.1..Stx3,Stx3,302,#696969
Basophils,topic20,3:138484382-138494382;NM_175224.4..Metap1,Metap1,302,#696969
Basophils,topic20,5:30227617-30237617;NM_027652.2..Ept1,Ept1,302,#696969
Basophils,topic20,5:64087949-64097949;NM_025700.2..Pgm1,Pgm1,302,#696969
Basophils,topic20,4:152091718-152101718;NM_001285999.1..Plekhg5,Plekhg5,308.5,#696969
Basophils,topic20,4:41751209-41761209;NM_001302511.1..Galt,Galt,308.5,#696969
Basophils,topic20,5:93088415-93098415;NM_001009818.2..Sept11,Sept11,308.5,#696969
Basophils,topic20,7:45365564-45375564;NM_011698.1..Lin7b,Lin7b,308.5,#696969
Basophils,topic20,7:46028695-46038695;NM_153057.4..Nomo1,Nomo1,308.5,#696969
Basophils,topic20,9:21922288-21932288;NM_001253869.1..Tmem205,Tmem205,308.5,#696969
Basophils,topic20,11:4828135-4838135;NM_001252253.1..Nf2,Nf2,315,#696969
Basophils,topic20,12:75664537-75674537;NM_028203.1..Wdr89,Wdr89,315,#696969
Basophils,topic20,13:76093660-76103660;NM_029847.4..Arsk,Arsk,315,#696969
Basophils,topic20,16:32094801-32104801;NM_025892.2..Cep19,Cep19,315,#696969
Basophils,topic20,4:40717921-40727921;NM_001164671.2..Dnaja1,Dnaja1,315,#696969
Basophils,topic20,7:45616810-45626810;NM_001018013.1..Izumo1,Izumo1,315,#696969
Basophils,topic20,9:77539852-77549852;NM_001146048.1..Lrrc1,Lrrc1,315,#696969
Basophils,topic20,14:52311323-52321323;NM_001244916.1..Sall2,Sall2,321,#696969
Basophils,topic20,19:10599258-10609258;NM_145496.1..Tkfc,Tkfc,321,#696969
Basophils,topic20,2:72280700-72290700;NM_001164791.1..Zak,Zak,321,#696969
Basophils,topic20,3:60997784-61007784;NM_001282016.1..P2ry1,P2ry1,321,#696969
Basophils,topic20,5:110834777-110844777;NM_153571.2..Hscb,Hscb,321,#696969
Basophils,topic20,11:20826108-20836108;NM_173752.4..Lgalsl,Lgalsl,329.5,#696969
Basophils,topic20,11:4231784-4241784;NM_001013365.2..Osm,Osm,329.5,#696969
Basophils,topic20,11:87870536-87880536;NM_007946.2..Epx,Epx,329.5,#696969
Basophils,topic20,14:21071151-21081151;NM_001243041.1..Adk,Adk,329.5,#696969
Basophils,topic20,16:97917633-97927633;NM_174847.2..C2cd2,C2cd2,329.5,#696969
Basophils,topic20,19:34917357-34927357;NM_183046.1..Kif20b,Kif20b,329.5,#696969
Basophils,topic20,2:118723438-118733438;NM_001290790.1..Plcb2,Plcb2,329.5,#696969
Basophils,topic20,2:32283252-32293252;NM_001080968.1..Golga2,Golga2,329.5,#696969
Basophils,topic20,5:31049779-31059779;NM_001289522.1..Cad,Cad,329.5,#696969
Basophils,topic20,6:29207297-29217297;NM_011829.3..Impdh1,Impdh1,329.5,#696969
Basophils,topic20,9:124016970-124026970;NM_009914.4..Ccr3,Ccr3,329.5,#696969
Basophils,topic20,9:85322124-85332124;NM_001160378.1..Fam46a,Fam46a,329.5,#696969
Basophils,topic20,15:76302245-76312245;NM_153122.2..Oplah,Oplah,339.5,#696969
Basophils,topic20,16:17326370-17336370;NM_008223.3..Serpind1,Serpind1,339.5,#696969
Basophils,topic20,19:11765414-11775414;NM_025606.3..Mrpl16,Mrpl16,339.5,#696969
Basophils,topic20,2:25234897-25244897;NM_026415.3..Cysrt1,Cysrt1,339.5,#696969
Basophils,topic20,2:25496719-25506719;NM_001271777.1..C8g,C8g,339.5,#696969
Basophils,topic20,3:108205527-108215527;NM_001289545.1..Atxn7l2,Atxn7l2,339.5,#696969
Basophils,topic20,3:9605085-9615085;NM_133218.2..Zfp704,Zfp704,339.5,#696969
Basophils,topic20,8:105847008-105857008;NM_177150.2..Cenpt,Cenpt,339.5,#696969
Basophils,topic20,11:87081777-87091777;NM_024262.1..Smg8,Smg8,346.5,#696969
Basophils,topic20,12:40441052-40451052;NM_172803.2..Dock4,Dock4,346.5,#696969
Basophils,topic20,12:99878442-99888442;NM_030172.2..Efcab11,Efcab11,346.5,#696969
Basophils,topic20,14:14698024-14708024;NM_001033270.2..Slc4a7,Slc4a7,346.5,#696969
Basophils,topic20,17:24627681-24637681;NM_008743.2..Nthl1,Nthl1,346.5,#696969
Basophils,topic20,6:52213573-52223573;NM_010455.2..Hoxa7,Hoxa7,346.5,#696969
Basophils,topic20,10:128903918-128913918;NM_001042580.1..Cd63,Cd63,353.5,#696969
Basophils,topic20,14:16244313-16254313;NM_021504.3..Ngly1,Ngly1,353.5,#696969
Basophils,topic20,2:28694651-28704651;NM_027283.1..Spaca9,Spaca9,353.5,#696969
Basophils,topic20,2:5709762-5719762;NM_001290374.1..Camk1d,Camk1d,353.5,#696969
Basophils,topic20,4:114903898-114913898;NM_008593.3..Foxd2,Foxd2,353.5,#696969
Basophils,topic20,4:125025013-125035013;NM_145552.2..Gnl2,Gnl2,353.5,#696969
Basophils,topic20,6:87882971-87892971;NM_201244.1..Copg1,Copg1,353.5,#696969
Basophils,topic20,7:19277623-19287623;NM_013648.6..Rtn2,Rtn2,353.5,#696969
Basophils,topic20,1:128323318-128333318;NM_001081078.2..Lct,Lct,362,#696969
Basophils,topic20,11:75173808-75183808;NM_027136.3..Ovca2,Ovca2,362,#696969
Basophils,topic20,13:104104614-104114614;NM_029447.2..Nln,Nln,362,#696969
Basophils,topic20,14:54707174-54717174;NM_207131.1..Cebpe,Cebpe,362,#696969
Basophils,topic20,15:100724376-100734376;NM_001161767.1..Galnt6,Galnt6,362,#696969
Basophils,topic20,17:45550699-45560699;NM_001304956.1..Nfkbie,Nfkbie,362,#696969
Basophils,topic20,2:25229234-25239234;NM_080854.3..Slc34a3,Slc34a3,362,#696969
Basophils,topic20,4:53154895-53164895;NM_013454.3..Abca1,Abca1,362,#696969
Basophils,topic20,7:3624929-3634929;NM_001290381.1..Tfpt,Tfpt,362,#696969
Basophils,topic20,11:4436082-4446082;NM_029458.1..Hormad2,Hormad2,369,#696969
Basophils,topic20,11:76993596-77003596;NM_010484.2..Slc6a4,Slc6a4,369,#696969
Basophils,topic20,19:44288675-44298675;NM_009128.2..Scd2,Scd2,369,#696969
Basophils,topic20,2:129366139-129376139;NM_008361.4..Il1b,Il1b,369,#696969
Basophils,topic20,7:99823417-99833417;NM_016720.2..Neu3,Neu3,369,#696969
Basophils,topic20,2:132811140-132821140;NM_001291054.1..Mcm8,Mcm8,374,#696969
Basophils,topic20,5:24521848-24531848;NM_015739.2..Gbx1,Gbx1,374,#696969
Basophils,topic20,6:121076627-121086627;NM_153396.3..Mical3,Mical3,374,#696969
Basophils,topic20,7:29901104-29911104;NM_001037707.1..Zfp27,Zfp27,374,#696969
Basophils,topic20,8:105895473-105905473;NM_173432.2..Pskh1,Pskh1,374,#696969
Basophils,topic20,1:127863772-127873772;NM_178690.4..Rab3gap1,Rab3gap1,383.5,#696969
Basophils,topic20,10:41471313-41481313;NM_001164433.1..Mical1,Mical1,383.5,#696969
Basophils,topic20,10:93306159-93316159;NM_001282967.1..Elk3,Elk3,383.5,#696969
Basophils,topic20,11:87888922-87898922;NM_146413.2..Olfr463,Olfr463,383.5,#696969
Basophils,topic20,13:67076545-67086545;NM_001012448.2..Zfp708,Zfp708,383.5,#696969
Basophils,topic20,14:21047573-21057573;NM_134079.4..Adk,Adk,383.5,#696969
Basophils,topic20,14:52009558-52019558;NM_001253695.1..Zfp219,Zfp219,383.5,#696969
Basophils,topic20,17:25303645-25313645;NM_053259.2..Prss28,Prss28,383.5,#696969
Basophils,topic20,18:76939114-76949114;NM_001039202.1..Hdhd2,Hdhd2,383.5,#696969
Basophils,topic20,19:11635851-11645851;NM_133246.5..Ms4a3,Ms4a3,383.5,#696969
Basophils,topic20,4:28808144-28818144;NM_001122889.1..Epha7,Epha7,383.5,#696969
Basophils,topic20,5:64155259-64165259;NM_001310611.1..Tbc1d1,Tbc1d1,383.5,#696969
Basophils,topic20,9:22254895-22264895;NM_181419.3..Zfp599,Zfp599,383.5,#696969
Basophils,topic20,9:45833544-45843544;NM_001145947.2..Bace1,Bace1,383.5,#696969
Basophils,topic20,10:127036394-127046394;NM_001205036.1..Mettl21b,Mettl21b,396.5,#696969
Basophils,topic20,15:76611852-76621852;NM_028064.2..Slc39a4,Slc39a4,396.5,#696969
Basophils,topic20,19:5907871-5917871;NM_001291078.1..Dpf2,Dpf2,396.5,#696969
Basophils,topic20,3:131559767-131569767;NM_001289478.1..Papss1,Papss1,396.5,#696969
Basophils,topic20,3:27705439-27715439;NM_173182.2..Fndc3b,Fndc3b,396.5,#696969
Basophils,topic20,4:43502025-43512025;NM_139305.2..Car9,Car9,396.5,#696969
Basophils,topic20,5:122702543-122712543;NM_001310718.1..P2rx4,P2rx4,396.5,#696969
Basophils,topic20,5:3591547-3601547;NM_172991.4..Rbm48,Rbm48,396.5,#696969
Basophils,topic20,5:72642795-72652795;NM_001081205.1..Nipal1,Nipal1,396.5,#696969
Basophils,topic20,6:134627488-134637488;NM_026345.4..Mansc1,Mansc1,396.5,#696969
Bcells,topic2,17:34282771-34292771;NM_010378.2..H2-Aa,H2-Aa,1,#56B4E9
Bcells,topic2,17:75460537-75470537;NM_207246.4..Rasgrp3,Rasgrp3,2,#56B4E9
Bcells,topic2,5:103749161-103759161;NM_133919.4..Aff1,Aff1,3,#56B4E9
Bcells,topic2,7:125486542-125496542;NM_026330.3..Nsmce1,Nsmce1,4,#56B4E9
Bcells,topic2,1:180188485-180198485;NM_001163290.1..Adck3,Adck3,5,#56B4E9
Bcells,topic2,1:191713023-191723023;NM_172266.3..Lpgat1,Lpgat1,6,#56B4E9
Bcells,topic2,17:8237525-8247525;NM_009835.4..Ccr6,Ccr6,7,#56B4E9
Bcells,topic2,16:24443090-24453090;NM_001145952.1..Lpp,Lpp,8,#56B4E9
Bcells,topic2,17:8238806-8248806;NM_001190334.1..Ccr6,Ccr6,9,#56B4E9
Bcells,topic2,19:34596968-34606968;NM_001101605.1..Ifit1bl1,Ifit1bl1,10,#56B4E9
Bcells,topic2,11:17003718-17013718;NM_019549.2..Plek,Plek,11,#56B4E9
Bcells,topic2,6:48679577-48689577;NM_001243199.1..Gimap4,Gimap4,12,#56B4E9
Bcells,topic2,12:108630752-108640752;NM_001163396.2..Evl,Evl,13.5,#56B4E9
Bcells,topic2,17:46378765-46388765;NM_021346.2..Zfp318,Zfp318,13.5,#56B4E9
Bcells,topic2,3:66976771-66986771;NM_001302357.1..Shox2,Shox2,15.5,#56B4E9
Bcells,topic2,7:44831287-44841287;NM_010215.3..Il4i1,Il4i1,15.5,#56B4E9
Bcells,topic2,9:32388984-32398984;NM_001168354.1..Kcnj1,Kcnj1,17,#56B4E9
Bcells,topic2,13:41482360-41492360;NM_001111324.2..Nedd9,Nedd9,18,#56B4E9
Bcells,topic2,6:128966159-128976159;NM_001168223.1..Clec2g,Clec2g,19,#56B4E9
Bcells,topic2,9:116170363-116180363;NM_009371.3..Tgfbr2,Tgfbr2,20,#56B4E9
Bcells,topic2,4:102582557-102592557;NM_001177982.1..Pde4b,Pde4b,21,#56B4E9
Bcells,topic2,3:81927600-81937600;NM_177662.3..Ctso,Ctso,22,#56B4E9
Bcells,topic2,6:22351081-22361081;NM_138587.4..Fam3c,Fam3c,23,#56B4E9
Bcells,topic2,3:84661191-84671191;NM_177260.2..Tmem154,Tmem154,24,#56B4E9
Bcells,topic2,16:27383955-27393955;NM_001025615.3..Ccdc50,Ccdc50,26,#56B4E9
Bcells,topic2,19:21647791-21657791;NM_025423.2..1110059E24Rik,1110059E24Rik,26,#56B4E9
Bcells,topic2,5:96992688-97002688;NM_080708.1..Bmp2k,Bmp2k,26,#56B4E9
Bcells,topic2,3:93550116-93560116;NM_009112.2..S100a10,S100a10,28,#56B4E9
Bcells,topic2,1:138268737-138278737;NM_177397.3..Atp6v1g3,Atp6v1g3,29,#56B4E9
Bcells,topic2,1:80660352-80670352;NM_001285927.1..Dock10,Dock10,31,#56B4E9
Bcells,topic2,5:34520783-34530783;NM_011893.3..Sh3bp2,Sh3bp2,31,#56B4E9
Bcells,topic2,6:13603063-13613063;NM_028990.4..Tmem168,Tmem168,31,#56B4E9
Bcells,topic2,13:52591881-52601881;NM_011518.2..Syk,Syk,33.5,#56B4E9
Bcells,topic2,18:50048281-50058281;NM_134131.2..Tnfaip8,Tnfaip8,33.5,#56B4E9
Bcells,topic2,12:87195542-87205542;NM_001290288.1..Samd15,Samd15,35,#56B4E9
Bcells,topic2,3:87371386-87381386;NM_001136236.1..Fcrl1,Fcrl1,36,#56B4E9
Bcells,topic2,7:142466842-142476842;NM_001271508.1..Lsp1,Lsp1,37.5,#56B4E9
Bcells,topic2,8:3685861-3695861;NM_001253737.1..Fcer2a,Fcer2a,37.5,#56B4E9
Bcells,topic2,1:180191020-180201020;NM_023341.3..Adck3,Adck3,39.5,#56B4E9
Bcells,topic2,11:115623295-115633295;NM_001252384.1..Slc25a19,Slc25a19,39.5,#56B4E9
Bcells,topic2,19:21648308-21658308;NM_146096.3..Abhd17b,Abhd17b,41.5,#56B4E9
Bcells,topic2,8:3685390-3695390;NM_001253739.1..Fcer2a,Fcer2a,41.5,#56B4E9
Bcells,topic2,17:35200351-35210351;NM_010735.2..Lta,Lta,43,#56B4E9
Bcells,topic2,6:48713620-48723620;NM_146167.3..Gimap7,Gimap7,44,#56B4E9
Bcells,topic2,17:8240057-8250057;NM_001190338.1..Ccr6,Ccr6,45,#56B4E9
Bcells,topic2,9:42119289-42129289;NM_011436.3..Sorl1,Sorl1,46,#56B4E9
Bcells,topic2,3:122414779-122424779;NM_013867.2..Bcar3,Bcar3,47.5,#56B4E9
Bcells,topic2,5:103749572-103759572;NM_001080798.2..Aff1,Aff1,47.5,#56B4E9
Bcells,topic2,7:30414854-30424854;NM_011827.3..Hcst,Hcst,49,#56B4E9
Bcells,topic2,13:41354001-41364001;NM_017464.5..Nedd9,Nedd9,51,#56B4E9
Bcells,topic2,3:60496178-60506178;NM_001253708.2..Mbnl1,Mbnl1,51,#56B4E9
Bcells,topic2,4:102584842-102594842;NM_001177981.1..Pde4b,Pde4b,51,#56B4E9
Bcells,topic2,1:151339497-151349497;NM_001039511.1..Ivns1abp,Ivns1abp,53,#56B4E9
Bcells,topic2,6:136934527-136944527;NM_001301303.1..Arhgdib,Arhgdib,54,#56B4E9
Bcells,topic2,8:3689174-3699174;NM_001253743.1..Fcer2a,Fcer2a,55,#56B4E9
Bcells,topic2,3:66976141-66986141;NM_001302359.1..Shox2,Shox2,56,#56B4E9
Bcells,topic2,2:61573585-61583585;NM_011529.2..Tank,Tank,57.5,#56B4E9
Bcells,topic2,4:32412434-32422434;NM_001109661.1..Bach2,Bach2,57.5,#56B4E9
Bcells,topic2,1:138837444-138847444;NM_001025565.2..Lhx9,Lhx9,59,#56B4E9
Bcells,topic2,2:147008059-147018059;NM_011917.2..Xrn2,Xrn2,60,#56B4E9
Bcells,topic2,13:12560882-12570882;NM_026184.2..Ero1lb,Ero1lb,61.5,#56B4E9
Bcells,topic2,3:19306322-19316322;NM_001122759.2..Pde7a,Pde7a,61.5,#56B4E9
Bcells,topic2,14:122029673-122039673;NM_001037744.1..Timm8a2,Timm8a2,63,#56B4E9
Bcells,topic2,16:36661077-36671077;NM_019388.3..Cd86,Cd86,64.5,#56B4E9
Bcells,topic2,7:45233839-45243839;NM_007645.4..Cd37,Cd37,64.5,#56B4E9
Bcells,topic2,14:57729418-57739418;NM_153382.1..Lats2,Lats2,66.5,#56B4E9
Bcells,topic2,6:129270369-129280369;NM_001033122.3..Cd69,Cd69,66.5,#56B4E9
Bcells,topic2,16:11082930-11092930;NM_134105.2..Txndc11,Txndc11,68,#56B4E9
Bcells,topic2,7:30875342-30885342;NM_001043317.2..Cd22,Cd22,69,#56B4E9
Bcells,topic2,11:49082016-49092016;NM_001271676.1..Ifi47,Ifi47,70,#56B4E9
Bcells,topic2,1:9843280-9853280;NM_001037759.1..Sgk3,Sgk3,71,#56B4E9
Bcells,topic2,7:44585885-44595885;NM_001290682.1..Kcnc3,Kcnc3,72,#56B4E9
Bcells,topic2,14:121873605-121883605;NM_026861.2..Ubac2,Ubac2,73,#56B4E9
Bcells,topic2,14:103341800-103351800;NM_207215.2..Mycbp2,Mycbp2,75,#56B4E9
Bcells,topic2,14:27356388-27366388;NM_001289688.1..Arhgef3,Arhgef3,75,#56B4E9
Bcells,topic2,7:99136144-99146144;NM_178635.3..Uvrag,Uvrag,75,#56B4E9
Bcells,topic2,3:87520577-87530577;NM_001083318.2..Etv3,Etv3,78,#56B4E9
Bcells,topic2,4:59184549-59194549;NM_011673.3..Ugcg,Ugcg,78,#56B4E9
Bcells,topic2,7:45235752-45245752;NM_001324535.1..Slc6a16,Slc6a16,78,#56B4E9
Bcells,topic2,13:73462382-73472382;NM_145376.5..Lpcat1,Lpcat1,81,#56B4E9
Bcells,topic2,17:34300866-34310866;NM_010382.2..H2-Eb1,H2-Eb1,81,#56B4E9
Bcells,topic2,9:74948052-74958052;NM_001113283.1..Fam214a,Fam214a,81,#56B4E9
Bcells,topic2,17:8231042-8241042;NM_001190333.1..Ccr6,Ccr6,84.5,#56B4E9
Bcells,topic2,18:53857112-53867112;NM_152809.2..Csnk1g3,Csnk1g3,84.5,#56B4E9
Bcells,topic2,6:140619908-140629908;NM_001309437.1..Aebp2,Aebp2,84.5,#56B4E9
Bcells,topic2,7:30874028-30884028;NM_009845.3..Cd22,Cd22,84.5,#56B4E9
Bcells,topic2,2:70557128-70567128;NM_001312900.1..Gad1,Gad1,87,#56B4E9
Bcells,topic2,1:153482660-153492660;NM_007842.2..Dhx9,Dhx9,88.5,#56B4E9
Bcells,topic2,17:35183440-35193440;NM_010734.2..Lst1,Lst1,88.5,#56B4E9
Bcells,topic2,12:87195229-87205229;NM_001033475.3..Tmed8,Tmed8,91.5,#56B4E9
Bcells,topic2,17:83345930-83355930;NM_001114361.1..Eml4,Eml4,91.5,#56B4E9
Bcells,topic2,19:34594427-34604427;NM_001110517.1..Ifit1bl1,Ifit1bl1,91.5,#56B4E9
Bcells,topic2,2:83719396-83729396;NM_008402.3..Itgav,Itgav,91.5,#56B4E9
Bcells,topic2,1:175620635-175630635;NM_010209.2..Fh1,Fh1,94.5,#56B4E9
Bcells,topic2,5:34538364-34548364;NM_001145858.1..Sh3bp2,Sh3bp2,94.5,#56B4E9
Bcells,topic2,3:95521785-95531785;NM_001267695.2..Ctss,Ctss,96.5,#56B4E9
Bcells,topic2,7:28783968-28793968;NM_177158.5..Rinl,Rinl,96.5,#56B4E9
Bcells,topic2,1:175627192-175637192;NM_133809.1..Kmo,Kmo,98,#56B4E9
Bcells,topic2,11:117792659-117802659;NM_029964.1..6030468B19Rik,6030468B19Rik,99.5,#56B4E9
Bcells,topic2,2:102395900-102405900;NM_020267.2..Trim44,Trim44,99.5,#56B4E9
Bcells,topic2,1:195171715-195181715;NM_007758.2..Cr2,Cr2,101.5,#56B4E9
Bcells,topic2,6:87528259-87538259;NM_001037727.2..Arhgap25,Arhgap25,101.5,#56B4E9
Bcells,topic2,1:87848286-87858286;NM_177646.3..Dgkd,Dgkd,104.5,#56B4E9
Bcells,topic2,15:80618482-80628482;NM_010815.3..Grap2,Grap2,104.5,#56B4E9
Bcells,topic2,3:9828679-9838679;NM_001195031.1..Pag1,Pag1,104.5,#56B4E9
Bcells,topic2,5:140995596-141005596;NM_175362.2..Card11,Card11,104.5,#56B4E9
Bcells,topic2,6:90711529-90721529;NM_001134383.1..Iqsec1,Iqsec1,107,#56B4E9
Bcells,topic2,2:167344178-167354178;NM_019835.2..B4galt5,B4galt5,109,#56B4E9
Bcells,topic2,2:90474174-90484174;NM_001135657.1..Ptprj,Ptprj,109,#56B4E9
Bcells,topic2,7:24457482-24467482;NM_011113.4..Plaur,Plaur,109,#56B4E9
Bcells,topic2,15:34077718-34087718;NM_026002.4..Mtdh,Mtdh,111.5,#56B4E9
Bcells,topic2,17:34320674-34330674;NM_001033978.3..H2-Eb2,H2-Eb2,111.5,#56B4E9
Bcells,topic2,1:191713394-191723394;NM_001134829.1..Lpgat1,Lpgat1,114,#56B4E9
Bcells,topic2,18:38988144-38998144;NM_175164.4..Arhgap26,Arhgap26,114,#56B4E9
Bcells,topic2,9:32536452-32546452;NM_008026.5..Fli1,Fli1,114,#56B4E9
Bcells,topic2,10:41514499-41524499;NM_016898.2..Cd164,Cd164,118,#56B4E9
Bcells,topic2,10:94030799-94040799;NM_001304572.1..Vezt,Vezt,118,#56B4E9
Bcells,topic2,13:49243706-49253706;NM_028340.1..Susd3,Susd3,118,#56B4E9
Bcells,topic2,14:30605310-30615310;NM_001310682.1..Prkcd,Prkcd,118,#56B4E9
Bcells,topic2,2:27422608-27432608;NM_009500.2..Vav2,Vav2,118,#56B4E9
Bcells,topic2,7:19817755-19827755;NM_033601.3..Bcl3,Bcl3,121,#56B4E9
Bcells,topic2,1:171834696-171844696;NM_001252472.1..Cd84,Cd84,122,#56B4E9
Bcells,topic2,12:102278640-102288640;NM_001161365.1..Rin3,Rin3,125,#56B4E9
Bcells,topic2,19:34602956-34612956;NM_001005858.3..Ifit3b,Ifit3b,125,#56B4E9
Bcells,topic2,19:53198413-53208413;NM_013758.4..Add3,Add3,125,#56B4E9
Bcells,topic2,2:28528463-28538463;NM_001145835.1..Ralgds,Ralgds,125,#56B4E9
Bcells,topic2,6:136936503-136946503;NM_001301305.1..Arhgdib,Arhgdib,125,#56B4E9
Bcells,topic2,14:58067685-58077685;NM_013518.4..Fgf9,Fgf9,129,#56B4E9
Bcells,topic2,15:83427850-83437850;NM_001159510.1..Pacsin2,Pacsin2,129,#56B4E9
Bcells,topic2,3:142615662-142625662;NM_010260.1..Gbp2,Gbp2,129,#56B4E9
Bcells,topic2,6:87491327-87501327;NM_175476.4..Arhgap25,Arhgap25,131,#56B4E9
Bcells,topic2,10:117624499-117634499;NM_027468.1..Cpm,Cpm,132,#56B4E9
Bcells,topic2,17:51828290-51838290;NM_001163632.1..Satb1,Satb1,133.5,#56B4E9
Bcells,topic2,6:136936756-136946756;NM_001301308.1..Arhgdib,Arhgdib,133.5,#56B4E9
Bcells,topic2,14:77899238-77909238;NM_029495.2..Epsti1,Epsti1,136,#56B4E9
Bcells,topic2,2:31137008-31147008;NM_001038700.2..Fnbp1,Fnbp1,136,#56B4E9
Bcells,topic2,4:111410005-111420005;NM_026279.3..Bend5,Bend5,136,#56B4E9
Bcells,topic2,5:64927699-64937699;NM_030682.2..Tlr1,Tlr1,138,#56B4E9
Bcells,topic2,11:4589815-4599815;NM_028860.2..Mtmr3,Mtmr3,139.5,#56B4E9
Bcells,topic2,7:45234115-45244115;NM_001290802.1..Cd37,Cd37,139.5,#56B4E9
Bcells,topic2,16:57544241-57554241;NM_001177871.1..Filip1l,Filip1l,141,#56B4E9
Bcells,topic2,11:34778905-34788905;NM_033374.3..Dock2,Dock2,144,#56B4E9
Bcells,topic2,15:99365482-99375482;NM_001310622.1..Fmnl3,Fmnl3,144,#56B4E9
Bcells,topic2,4:109113036-109123036;NM_001134791.2..Osbpl9,Osbpl9,144,#56B4E9
Bcells,topic2,6:140621884-140631884;NM_001309436.1..Aebp2,Aebp2,144,#56B4E9
Bcells,topic2,7:142455811-142465811;NM_001136071.2..Lsp1,Lsp1,144,#56B4E9
Bcells,topic2,6:48703244-48713244;NM_153175.3..Gimap6,Gimap6,147.5,#56B4E9
Bcells,topic2,8:105259647-105269647;NM_015821.2..Fbxl8,Fbxl8,147.5,#56B4E9
Bcells,topic2,17:34233904-34243904;NM_010389.3..H2-Ob,H2-Ob,149.5,#56B4E9
Bcells,topic2,3:108885008-108895008;NM_001165965.1..Fndc7,Fndc7,149.5,#56B4E9
Bcells,topic2,19:17334505-17344505;NM_001136484.3..Gcnt1,Gcnt1,151,#56B4E9
Bcells,topic2,18:53171364-53181364;NM_026386.1..Snx2,Snx2,153.5,#56B4E9
Bcells,topic2,4:9638717-9648717;NM_001177852.1..Asph,Asph,153.5,#56B4E9
Bcells,topic2,5:98175868-98185868;NM_029947.2..Prdm8,Prdm8,153.5,#56B4E9
Bcells,topic2,9:74971110-74981110;NM_153584.2..Fam214a,Fam214a,153.5,#56B4E9
Bcells,topic2,1:144172372-144182372;NM_153171.4..Rgs13,Rgs13,157.5,#56B4E9
Bcells,topic2,16:96077428-96087428;NM_001103179.1..Brwd1,Brwd1,157.5,#56B4E9
Bcells,topic2,7:113202464-113212464;NM_001243048.1..Arntl,Arntl,157.5,#56B4E9
Bcells,topic2,9:44494135-44504135;NM_030256.2..Bcl9l,Bcl9l,157.5,#56B4E9
Bcells,topic2,15:25838297-25848297;NM_001034851.2..Fam134b,Fam134b,160.5,#56B4E9
Bcells,topic2,9:14271300-14281300;NM_030261.4..Sesn3,Sesn3,160.5,#56B4E9
Bcells,topic2,12:111161369-111171369;NM_001286122.1..Traf3,Traf3,163,#56B4E9
Bcells,topic2,4:16158498-16168498;NM_138952.3..Ripk2,Ripk2,163,#56B4E9
Bcells,topic2,7:104239456-104249456;NM_030684.3..Trim34a,Trim34a,163,#56B4E9
Bcells,topic2,10:41882438-41892438;NM_001013370.2..Sesn1,Sesn1,166,#56B4E9
Bcells,topic2,19:4209388-4219388;NM_001310039.1..Clcf1,Clcf1,166,#56B4E9
Bcells,topic2,5:64155259-64165259;NM_001310611.1..Tbc1d1,Tbc1d1,166,#56B4E9
Bcells,topic2,1:193196546-193206546;NM_153137.4..Traf3ip3,Traf3ip3,169.5,#56B4E9
Bcells,topic2,1:52003239-52013239;NM_011487.5..Stat4,Stat4,169.5,#56B4E9
Bcells,topic2,14:8093212-8103212;NM_145458.3..Pxk,Pxk,169.5,#56B4E9
Bcells,topic2,3:106542802-106552802;NM_001293694.1..Cept1,Cept1,169.5,#56B4E9
Bcells,topic2,1:53780215-53790215;NM_133810.3..Stk17b,Stk17b,174.5,#56B4E9
Bcells,topic2,1:64527803-64537803;NM_001037726.1..Creb1,Creb1,174.5,#56B4E9
Bcells,topic2,10:63238796-63248796;NM_026101.4..Herc4,Herc4,174.5,#56B4E9
Bcells,topic2,16:23221020-23231020;NM_001252505.1..St6gal1,St6gal1,174.5,#56B4E9
Bcells,topic2,17:51821588-51831588;NM_001163631.1..Satb1,Satb1,174.5,#56B4E9
Bcells,topic2,5:137302674-137312674;NM_001109909.1..Srrt,Srrt,174.5,#56B4E9
Bcells,topic2,3:22071651-22081651;NM_030732.3..Tbl1xr1,Tbl1xr1,178,#56B4E9
Bcells,topic2,19:4134609-4144609;NM_144532.2..Cabp4,Cabp4,180,#56B4E9
Bcells,topic2,2:132024988-132034988;NM_175445.4..Rassf2,Rassf2,180,#56B4E9
Bcells,topic2,2:6347735-6357735;NM_181399.3..Usp6nl,Usp6nl,180,#56B4E9
Bcells,topic2,14:47658755-47668755;NM_008477.2..Ktn1,Ktn1,182.5,#56B4E9
Bcells,topic2,3:106542797-106552797;NM_001025582.2..Dram2,Dram2,182.5,#56B4E9
